DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2023-10-20,Zona Sur,348.58,1664.45,2337.91
2023-10-20,Zona Oriente,4479.61,2121.73,3011.13
2023-10-21,Zona Norte,1119.5,79.28,707.47
2023-10-21,Zona Occidente,313.78,2208.19,5806.67
2023-10-21,Zona Llanos,1931.72,163.37,2111.98
2023-10-21,Zona Sur,3152.37,1906.48,4083.13
2023-10-21,Zona Oriente,5381.11,1489.73,256.62
2023-10-22,Zona Norte,122.45,3086.23,2446.3
2023-10-22,Zona Occidente,1669.68,2671.63,2239.99
2023-10-22,Zona Llanos,11657.46,520.16,4491.31
2023-10-22,Zona Sur,233.45,2465.08,4763.56
2023-10-22,Zona Oriente,1430.15,264.25,2013.16
2023-10-23,Zona Norte,3171.67,1734.51,2110.84
2023-10-23,Zona Occidente,5608.18,197.54,1768.56
2023-10-23,Zona Llanos,1077.02,511.61,4093.87
2023-10-23,Zona Sur,1486.13,2089.25,1924.68
2023-10-23,Zona Oriente,900.17,1401.86,3198.19
2023-10-24,Zona Norte,1018.09,58.53,4128.31
2023-10-24,Zona Occidente,1220.87,1009.48,2702.61
2023-10-24,Zona Llanos,3991.8,1121.4,1079.13
2023-10-24,Zona Sur,2562.12,2715.64,1551.25
2023-10-24,Zona Oriente,2185.56,1368.31,1496.11
2023-10-25,Zona Norte,8617.49,81.45,5586.38
2023-10-25,Zona Occidente,4037.73,650.07,998.76
2023-10-25,Zona Llanos,736.4,1289.23,4273.58
2023-10-25,Zona Sur,3035.64,5286.08,4195.71
2023-10-25,Zona Oriente,2194.66,578.86,2395.6
2023-10-26,Zona Norte,2591.34,5346.45,2140.46
2023-10-26,Zona Occidente,2576.78,1019.82,5250.4
2023-10-26,Zona Llanos,5641.59,798.41,9822.31
2023-10-26,Zona Sur,4801.09,687.87,2814.37
2023-10-26,Zona Oriente,4118.39,1109.44,1658.06
2023-10-27,Zona Norte,8029.06,746.63,3059.17
2023-10-27,Zona Occidente,853.81,645.36,4256.44
2023-10-27,Zona Llanos,673.46,5103.07,4843.84
2023-10-27,Zona Sur,297.88,910.32,4394.38
2023-10-27,Zona Oriente,9754.14,2021.5,1600.97
2023-10-28,Zona Norte,1221.67,1038.79,4087.58
2023-10-28,Zona Occidente,4801.1,388.36,4610.35
2023-10-28,Zona Llanos,2645.48,4361.7,2185.32
2023-10-28,Zona Sur,4581.17,3136.61,2214.14
2023-10-28,Zona Oriente,5816.13,225.29,5859.33
2023-10-29,Zona Norte,7989.12,3046.75,1463.52
2023-10-29,Zona Occidente,3084.75,309.12,1240.72
2023-10-29,Zona Llanos,1727.51,1184.45,7499.65
2023-10-29,Zona Sur,870.66,3766.94,519.82
2023-10-29,Zona Oriente,4068.43,1171.06,5484.32
2023-10-30,Zona Norte,447.21,376.26,2855.71
2023-10-30,Zona Occidente,6117.78,487.07,7567.27
2023-10-30,Zona Llanos,89.03,1795.89,1432.77
2023-10-30,Zona Sur,5895.58,2174.92,614.64
2023-10-30,Zona Oriente,781.85,1417.56,2044.5
2023-10-31,Zona Norte,1532.83,951.24,411.57
2023-10-31,Zona Occidente,3003.71,595.07,7008.18
2023-10-31,Zona Llanos,3512.22,3060.21,3697.21
2023-10-31,Zona Sur,1176.95,749.8,429.19
2023-10-31,Zona Oriente,1585.3,511.39,270.13
2023-11-01,Zona Norte,262.83,184.65,5190.07
2023-11-01,Zona Occidente,3691.64,1763.6,6219.62
2023-11-01,Zona Llanos,2655.04,1634.67,576.17
2023-11-01,Zona Sur,4328.83,3446.47,375.35
2023-11-01,Zona Oriente,3134.07,398.55,2328.67
2023-11-02,Zona Norte,297.56,688.5,8796.66
2023-11-02,Zona Occidente,4860.22,1949.63,517.45
2023-11-02,Zona Llanos,958.91,195.64,777.04
2023-11-02,Zona Sur,1736.35,467.95,774.35
2023-11-02,Zona Oriente,4469.3,2610.94,1087.15
2023-11-03,Zona Norte,2115.84,2075.48,875.23
2023-11-03,Zona Occidente,338.19,480,2353.76
2023-11-03,Zona Llanos,3869.22,398.83,5123.48
2023-11-03,Zona Sur,3710.48,1940.71,1470.71
2023-11-03,Zona Oriente,1291.15,612.86,945.38
2023-11-04,Zona Norte,1861.92,490.37,5573.32
2023-11-04,Zona Occidente,1328.65,1259.43,1631.68
2023-11-04,Zona Llanos,609.86,1469.52,541.64
2023-11-04,Zona Sur,3457.09,1389.45,871.92
2023-11-04,Zona Oriente,3276.75,899.66,1421.24
2023-11-05,Zona Norte,6116.69,432.58,442.91
2023-11-05,Zona Occidente,3571.81,5533.94,163.67
2023-11-05,Zona Llanos,3671.54,325.56,5898.09
2023-11-05,Zona Sur,2081.81,410.4,6442.59
2023-11-05,Zona Oriente,1814.09,441.63,3022.4
2023-11-06,Zona Norte,3451.47,46.26,2357.88
2023-11-06,Zona Occidente,3581.79,2243.27,1047.91
2023-11-06,Zona Llanos,28.24,2557.19,1671.75
2023-11-06,Zona Sur,2321.75,150.41,3244.61
2023-11-06,Zona Oriente,731.02,712.19,1844.33
2023-11-07,Zona Norte,9573.74,785.13,5867.25
2023-11-07,Zona Occidente,1054.23,211.95,1998.54
2023-11-07,Zona Llanos,1553.69,3140.33,640.33
2023-11-07,Zona Sur,5231.38,3136.57,7813.26
2023-11-07,Zona Oriente,292.77,2122.21,118.04
2023-11-08,Zona Norte,2242.68,365.37,3734.86
2023-11-08,Zona Occidente,2045.59,613.65,1676.46
2023-11-08,Zona Llanos,660.23,428.26,3675.12
2023-11-08,Zona Sur,2272.43,3582.56,1920.77
2023-11-08,Zona Oriente,4248.54,1264.1,41.86
2023-11-09,Zona Norte,3255.74,213.32,3361.77
2023-11-09,Zona Occidente,1457.66,13.27,4139.29
2023-11-09,Zona Llanos,283.9,427.09,1502.04
2023-11-09,Zona Sur,4453.54,4781.52,1963.39
2023-11-09,Zona Oriente,1344.38,42.13,102.3
2023-11-10,Zona Norte,1731.61,2404.86,3510.95
2023-11-10,Zona Occidente,2622.09,59.21,258.91
2023-11-10,Zona Llanos,793.78,1105.16,1141.47
2023-11-10,Zona Sur,1353.99,426.89,1046.32
2023-11-10,Zona Oriente,4394.56,603.04,5434.24
2023-11-11,Zona Norte,2636.27,465.77,2090.67
2023-11-11,Zona Occidente,4569.17,770.22,217.88
2023-11-11,Zona Llanos,4564.97,686.43,932.83
2023-11-11,Zona Sur,4454.86,2299.92,1976.54
2023-11-11,Zona Oriente,495.21,3820.33,9911.68
2023-11-12,Zona Norte,3425.3,696.55,1044.88
2023-11-12,Zona Occidente,2133.57,2241.26,5650.13
2023-11-12,Zona Llanos,209.04,15.37,727.54
2023-11-12,Zona Sur,5876.72,2050.38,3889.87
2023-11-12,Zona Oriente,809.04,987.59,967.19
2023-11-13,Zona Norte,46.12,2111.33,4494.87
2023-11-13,Zona Occidente,3651.84,298.5,2377.71
2023-11-13,Zona Llanos,668.82,556.38,6783.67
2023-11-13,Zona Sur,225.55,1407.87,343.34
2023-11-13,Zona Oriente,9613.06,2220.19,638
2023-11-14,Zona Norte,1409.66,394.76,7355.01
2023-11-14,Zona Occidente,6438.05,1136.38,2071.77
2023-11-14,Zona Llanos,4014.68,482.17,364.37
2023-11-14,Zona Sur,401.44,2883.27,6144.73
2023-11-14,Zona Oriente,3309.86,1426.18,738.08
2023-11-15,Zona Norte,582.12,472.14,883.91
2023-11-15,Zona Occidente,917.5,3015.97,4867.16
2023-11-15,Zona Llanos,1654.85,1404.95,3698.18
2023-11-15,Zona Sur,14464.89,722.52,1331.29
2023-11-15,Zona Oriente,986.15,4570.02,7733.15
2023-11-16,Zona Norte,8971.63,2739.33,2123.68
2023-11-16,Zona Occidente,2351.18,499.3,4570.62
2023-11-16,Zona Llanos,2824.81,279.33,1908.6
2023-11-16,Zona Sur,469.66,701.26,6912.78
2023-11-16,Zona Oriente,2653.16,3068.16,3375.44
2023-11-17,Zona Norte,1193.78,1195.04,3859.07
2023-11-17,Zona Occidente,1266.57,756.48,2272.28
2023-11-17,Zona Llanos,2249.99,2123.44,1037.15
2023-11-17,Zona Sur,4194.16,35.99,1133.45
2023-11-17,Zona Oriente,3798.78,2510.78,3805.88
2023-11-18,Zona Norte,1124.3,3978.44,67.53
2023-11-18,Zona Occidente,89.69,573.08,432.88
2023-11-18,Zona Llanos,860.17,1421.03,2260.88
2023-11-18,Zona Sur,1853.92,110.54,3097.2
2023-11-18,Zona Oriente,7386.75,34.2,4355.42
2023-11-19,Zona Norte,2018.71,3619.48,1537.28
2023-11-19,Zona Occidente,4497.1,433.64,4160.09
2023-11-19,Zona Llanos,1930.74,301.21,2632.14
2023-11-19,Zona Sur,1253.99,141.37,569.77
2023-11-19,Zona Oriente,853.2,1065.67,1620.17
2023-11-20,Zona Norte,5275.68,1628.45,410.32
2023-11-20,Zona Occidente,977.92,2.07,3087.82
2023-11-20,Zona Llanos,669.08,1963.49,6856.26
2023-11-20,Zona Sur,3582.11,157.34,1550.59
2023-11-20,Zona Oriente,2511.2,3951.88,476.11
2023-11-21,Zona Norte,3050.95,689.04,8355.12
2023-11-21,Zona Occidente,2866.66,1021.61,105.97
2023-11-21,Zona Llanos,2361.92,8.5,1337.22
2023-11-21,Zona Sur,347.76,2962.61,1808.07
2023-11-21,Zona Oriente,3993.89,627.46,1831.94
2023-11-22,Zona Norte,1947.6,1076.07,734.32
2023-11-22,Zona Occidente,71.02,3457.25,1483.33
2023-11-22,Zona Llanos,5355.8,224.85,3579.87
2023-11-22,Zona Sur,572.74,2673.69,4333.29
2023-11-22,Zona Oriente,6614.25,918.14,3652.35
2023-11-23,Zona Norte,1806.92,3515.3,93.26
2023-11-23,Zona Occidente,5308.43,2351.61,6212.61
2023-11-23,Zona Llanos,5071.22,796.34,1523.25
2023-11-23,Zona Sur,1170.31,126.42,5727.05
2023-11-23,Zona Oriente,3475.93,41.73,2639.11
2023-11-24,Zona Norte,4513.5,2827.52,3073.81
2023-11-24,Zona Occidente,9438.63,876.9,918.21
2023-11-24,Zona Llanos,48.4,1486.16,4080.72
2023-11-24,Zona Sur,418.73,2910.43,8401.76
2023-11-24,Zona Oriente,2536.99,495.53,1469.38
2023-11-25,Zona Norte,7.36,2248.52,105.2
2023-11-25,Zona Occidente,4146.06,27.76,4483.92
2023-11-25,Zona Llanos,2556.12,326.57,1273.66
2023-11-25,Zona Sur,3265.3,1660.78,2850.72
2023-11-25,Zona Oriente,2860.35,1908.15,4673.97
2023-11-26,Zona Norte,5434.09,2074.31,3888.08
2023-11-26,Zona Occidente,642.49,258.44,1374.51
2023-11-26,Zona Llanos,1594.7,1084.76,7082.23
2023-11-26,Zona Sur,3707.45,3012.88,1077.17
2023-11-26,Zona Oriente,2420.54,535.99,537.49
2023-11-27,Zona Norte,2550.33,679.1,4175.44
2023-11-27,Zona Occidente,1877.14,92.7,4403.22
2023-11-27,Zona Llanos,622.83,3325.35,126.13
2023-11-27,Zona Sur,5036.38,348.66,2749.95
2023-11-27,Zona Oriente,1724.83,1141.27,840.92
2023-11-28,Zona Norte,6687.14,462.6,6406.78
2023-11-28,Zona Occidente,8380.09,674.24,906.55
2023-11-28,Zona Llanos,785.35,2956.01,2828.19
2023-11-28,Zona Sur,1808.51,693.9,454.57
2023-11-28,Zona Oriente,224.37,3049.11,6998.32
2023-11-29,Zona Norte,468.15,1861.75,454.61
2023-11-29,Zona Occidente,2591.46,386.96,3245.94
2023-11-29,Zona Llanos,2130.72,435.47,794.89
2023-11-29,Zona Sur,1684.07,525.25,4394.39
2023-11-29,Zona Oriente,3694.08,1058.38,633.03
2023-11-30,Zona Norte,935.13,1153.07,4430.92
2023-11-30,Zona Occidente,1619.07,3686.14,2200.49
2023-11-30,Zona Llanos,8422.44,2685.24,3848.53
2023-11-30,Zona Sur,2532.76,973.45,2294.22
2023-11-30,Zona Oriente,3460.57,48.69,2537.35
2023-12-01,Zona Norte,4735.7,1049.17,6109.19
2023-12-01,Zona Occidente,2048.29,688.12,1707.51
2023-12-01,Zona Llanos,1950.21,1047.63,5648.05
2023-12-01,Zona Sur,2198.43,54.59,2017.71
2023-12-01,Zona Oriente,6854.32,7273.36,2344.41
2023-12-02,Zona Norte,1536.75,294.72,4546.22
2023-12-02,Zona Occidente,7362.49,1600.08,1704.2
2023-12-02,Zona Llanos,142.05,376.2,6346.5
2023-12-02,Zona Sur,991.07,3986.34,2341.91
2023-12-02,Zona Oriente,7741.72,2179,1353.92
2023-12-03,Zona Norte,6760.44,539.92,4185.22
2023-12-03,Zona Occidente,582.93,1786.42,1046.16
2023-12-03,Zona Llanos,613.09,2689.47,5233.56
2023-12-03,Zona Sur,3514.44,207.89,979.05
2023-12-03,Zona Oriente,1123.33,375.35,19.46
2023-12-04,Zona Norte,973.27,879.76,689.71
2023-12-04,Zona Occidente,1089.71,164.64,5600.25
2023-12-04,Zona Llanos,1533.11,671.65,1386.38
2023-12-04,Zona Sur,7565.51,494.37,5815.44
2023-12-04,Zona Oriente,2576.53,3506.1,1525.42
2023-12-05,Zona Norte,769.82,407.43,1282.13
2023-12-05,Zona Occidente,2630.63,2351.45,5875.37
2023-12-05,Zona Llanos,2210.7,447.74,273.3
2023-12-05,Zona Sur,448.3,1808.89,7601.86
2023-12-05,Zona Oriente,9816.55,1605.77,1983.24
2023-12-06,Zona Norte,2674.44,478.57,955.56
2023-12-06,Zona Occidente,1163.75,1323.66,595.46
2023-12-06,Zona Llanos,2460.33,196.43,2163.6
2023-12-06,Zona Sur,841.51,505.77,7086
2023-12-06,Zona Oriente,5588.19,3150.45,1041.78
2023-12-07,Zona Norte,4912.84,345.08,1663.04
2023-12-07,Zona Occidente,833.66,1343.93,1804.59
2023-12-07,Zona Llanos,4559.18,591.28,605.29
2023-12-07,Zona Sur,3157.47,225.29,1713.07
2023-12-07,Zona Oriente,245.38,3252.04,6553.51
2023-12-08,Zona Norte,868.73,1313.16,2667.03
2023-12-08,Zona Occidente,7558.14,1317.32,1149.94
2023-12-08,Zona Llanos,606.89,1200.74,6137.22
2023-12-08,Zona Sur,2598.84,310.65,389.82
2023-12-08,Zona Oriente,337.94,1280.88,2683.93
2023-12-09,Zona Norte,574.55,311.75,1448.46
2023-12-09,Zona Occidente,1089.17,3733.44,762.98
2023-12-09,Zona Llanos,45.6,171.85,603.65
2023-12-09,Zona Sur,2047.06,682.05,511.57
2023-12-09,Zona Oriente,10842.18,1133.47,10624.67
2023-12-10,Zona Norte,563.55,567.81,950.1
2023-12-10,Zona Occidente,1888.84,2902.87,1804.18
2023-12-10,Zona Llanos,3169.89,589.18,1090.55
2023-12-10,Zona Sur,4780.11,133.41,3208.03
2023-12-10,Zona Oriente,43.73,122.24,2737.03
2023-12-11,Zona Norte,8103.19,1229.36,131.7
2023-12-11,Zona Occidente,368.88,3807.4,2821.51
2023-12-11,Zona Llanos,1633.52,1664.96,9542.06
2023-12-11,Zona Sur,5897.11,2035.22,5227.62
2023-12-11,Zona Oriente,1995.26,1544.49,964.42
2023-12-12,Zona Norte,184.75,259.46,2051.83
2023-12-12,Zona Occidente,4317.94,513.9,1300.85
2023-12-12,Zona Llanos,2584.02,2597.25,1909.33
2023-12-12,Zona Sur,1987.98,1147.96,1793.17
2023-12-12,Zona Oriente,1694.87,138.45,2872
2023-12-13,Zona Norte,3027.53,1616.02,2612.17
2023-12-13,Zona Occidente,7618.74,1232.27,3823.05
2023-12-13,Zona Llanos,1669.47,2351.01,5843.04
2023-12-13,Zona Sur,1500.76,567.68,54.84
2023-12-13,Zona Oriente,1371.85,2008.49,2140.33
2023-12-14,Zona Norte,630.96,1583.48,2699.89
2023-12-14,Zona Occidente,5079.77,421.72,807.23
2023-12-14,Zona Llanos,743,653.07,5148.47
2023-12-14,Zona Sur,2296.14,2410.51,450.85
2023-12-14,Zona Oriente,4318.23,2179.98,5203.38
2023-12-15,Zona Norte,136.32,287.74,4076.71
2023-12-15,Zona Occidente,3652.56,1848.36,2731.05
2023-12-15,Zona Llanos,2684.02,2976.76,5882.16
2023-12-15,Zona Sur,394.2,2146.91,2935.48
2023-12-15,Zona Oriente,8908.33,490.41,590.05
2023-12-16,Zona Norte,3205.92,1199.6,6296.61
2023-12-16,Zona Occidente,2898.39,2880.28,1016.93
2023-12-16,Zona Llanos,6955.32,1940.45,6497.32
2023-12-16,Zona Sur,3642.43,1901.34,3242.38
2023-12-16,Zona Oriente,2892.27,517.1,2622.13
2023-12-17,Zona Norte,2471.92,3302.85,5700.82
2023-12-17,Zona Occidente,1340.47,196,3296.32
2023-12-17,Zona Llanos,4189.75,1234.14,2078.16
2023-12-17,Zona Sur,4246.72,793.23,4065.41
2023-12-17,Zona Oriente,4206.84,1712.96,979.03
2023-12-18,Zona Norte,2367.52,1097.79,1631.89
2023-12-18,Zona Occidente,1188.24,247.23,1336.31
2023-12-18,Zona Llanos,2599.2,161.46,1887.49
2023-12-18,Zona Sur,473.77,1511.51,1716.66
2023-12-18,Zona Oriente,3724.89,2020.05,4349.69
2023-12-19,Zona Norte,4645.26,1286.67,2248.49
2023-12-19,Zona Occidente,6824.67,610.42,38.77
2023-12-19,Zona Llanos,1642.44,633.21,6556.81
2023-12-19,Zona Sur,322.25,1171.68,398.23
2023-12-19,Zona Oriente,869.4,3530.8,4034.57
2023-12-20,Zona Norte,7.52,938.16,1033.39
2023-12-20,Zona Occidente,5079.12,980.07,618.31
2023-12-20,Zona Llanos,4917.63,4351.8,14544.88
2023-12-20,Zona Sur,1859.83,92.02,170.87
2023-12-20,Zona Oriente,3236.07,733.34,144.09
2023-12-21,Zona Norte,465.16,2357.8,1700.85
2023-12-21,Zona Occidente,5326.14,2916.21,2519.65
2023-12-21,Zona Llanos,2776.61,664.06,555.66
2023-12-21,Zona Sur,1243.04,668.33,3688.13
2023-12-21,Zona Oriente,5550.82,1939.29,8006.98
2023-12-22,Zona Norte,7867.53,1360.72,1621.07
2023-12-22,Zona Occidente,3437.23,526.63,304.99
2023-12-22,Zona Llanos,2862.51,1004.82,4356.4
2023-12-22,Zona Sur,1427.77,6313.8,6725.46
2023-12-22,Zona Oriente,1218.89,45.12,4201.66
2023-12-23,Zona Norte,4676.23,1074.5,2467.23
2023-12-23,Zona Occidente,3597.44,1100.48,5431.67
2023-12-23,Zona Llanos,493.31,2016.74,1403.23
2023-12-23,Zona Sur,2891.05,530.8,2054.31
2023-12-23,Zona Oriente,1117.93,2757.07,251.56
2023-12-24,Zona Norte,4196.84,810.84,571.87
2023-12-24,Zona Occidente,1685.3,158.22,3609.39
2023-12-24,Zona Llanos,527.29,1573.34,2803.1
2023-12-24,Zona Sur,456.13,42.32,1316.28
2023-12-24,Zona Oriente,4423.05,1996.09,3441.44
2023-12-25,Zona Norte,2653.52,19.15,1175.22
2023-12-25,Zona Occidente,2279.45,1423.4,5856.39
2023-12-25,Zona Llanos,1937.72,3209.08,6156.18
2023-12-25,Zona Sur,4449.81,1879.07,1781.38
2023-12-25,Zona Oriente,2606.26,1534.82,108.73
2023-12-26,Zona Norte,589.4,1987.64,5036.02
2023-12-26,Zona Occidente,333.91,1440.87,5650.64
2023-12-26,Zona Llanos,1446.28,1626.31,6681.57
2023-12-26,Zona Sur,16799.27,1652.83,1489.19
2023-12-26,Zona Oriente,395.2,2654.02,802.8
2023-12-27,Zona Norte,2005.88,136.03,160.55
2023-12-27,Zona Occidente,6589.19,1878.2,3707.3
2023-12-27,Zona Llanos,207.74,864.48,2250.62
2023-12-27,Zona Sur,548.22,412.47,2837.37
2023-12-27,Zona Oriente,2520.28,3542.83,2569.36
2023-12-28,Zona Norte,88.09,5292.7,5709.88
2023-12-28,Zona Occidente,16489.05,2398.53,395.08
2023-12-28,Zona Llanos,718.31,1194.32,1386.64
2023-12-28,Zona Sur,394.21,1183.49,5651.63
2023-12-28,Zona Oriente,1350.18,177.38,4450.64
2023-12-29,Zona Norte,2518.4,1186.96,4931.41
2023-12-29,Zona Occidente,7565.42,798.06,4829.18
2023-12-29,Zona Llanos,1742.59,2654.78,234.65
2023-12-29,Zona Sur,2047.6,3604.85,5925.54
2023-12-29,Zona Oriente,1564.05,979.12,304.32
2023-12-30,Zona Norte,2639.2,1277.7,10246.88
2023-12-30,Zona Occidente,1077.57,2501.83,2261.27
2023-12-30,Zona Llanos,4076.48,1660.98,1413.57
2023-12-30,Zona Sur,4249.62,2201.67,1292.76
2023-12-30,Zona Oriente,2526.24,397.88,476.52
2023-12-31,Zona Norte,5728.72,3797.02,1246.07
2023-12-31,Zona Occidente,3155.82,1205.06,2773.84
2023-12-31,Zona Llanos,1985.52,988.21,1899.04
2023-12-31,Zona Sur,5387.99,1190.32,8733.37
2023-12-31,Zona Oriente,2562.36,1719.73,2663.41
2024-01-01,Zona Norte,9502.88,123.78,2709.52
2024-01-01,Zona Occidente,2044.23,2518.48,1108.43
2024-01-01,Zona Llanos,2401.67,2810.47,1707.35
2024-01-01,Zona Sur,769.26,70.77,9245.52
2024-01-01,Zona Oriente,880.42,2197.84,597.58
2024-01-02,Zona Norte,1413.53,4749.94,1445.87
2024-01-02,Zona Occidente,4577.82,1916.12,370.88
2024-01-02,Zona Llanos,1060.61,608.37,6975.63
2024-01-02,Zona Sur,6426.09,1603.6,4120.3
2024-01-02,Zona Oriente,3943.65,437.35,3628.31
2024-01-03,Zona Norte,4125.26,2255.65,61.29
2024-01-03,Zona Occidente,301.17,1577.63,5900.95
2024-01-03,Zona Llanos,8881.9,2310.06,3173.63
2024-01-03,Zona Sur,2030.78,1191.68,2936.14
2024-01-03,Zona Oriente,908.53,347.64,3674.66
2024-01-04,Zona Norte,1936.16,1351.39,2423.59
2024-01-04,Zona Occidente,7352.5,1647.57,235.02
2024-01-04,Zona Llanos,3559.69,2657.5,5538.42
2024-01-04,Zona Sur,1241.9,787.6,4375.92
2024-01-04,Zona Oriente,1091.82,2564.33,1976.12
2024-01-05,Zona Norte,4351.92,521.9,718.44
2024-01-05,Zona Occidente,367.44,2757.2,2.36
2024-01-05,Zona Llanos,1737.93,2467.77,1330.75
2024-01-05,Zona Sur,2569,231.95,1808.76
2024-01-05,Zona Oriente,5273.79,1707.98,9833.26
2024-01-06,Zona Norte,1765.8,167.32,967.61
2024-01-06,Zona Occidente,6698.97,6451.11,619.87
2024-01-06,Zona Llanos,7049.96,765.76,3748.15
2024-01-06,Zona Sur,87.1,38.45,9103.36
2024-01-06,Zona Oriente,926.09,1379.74,2844.45
2024-01-07,Zona Norte,4645.84,126.59,2555.3
2024-01-07,Zona Occidente,3161.46,1048.59,5229.53
2024-01-07,Zona Llanos,125.29,1336.46,3843.58
2024-01-07,Zona Sur,2015.23,2061.13,253.61
2024-01-07,Zona Oriente,4201.17,2127.58,1398.81
2024-01-08,Zona Norte,14233.62,722.5,273.94
2024-01-08,Zona Occidente,688.37,794.6,1260.75
2024-01-08,Zona Llanos,492.43,6856.99,10478.26
2024-01-08,Zona Sur,1389.95,1060.94,1401.54
2024-01-08,Zona Oriente,2393.98,943.32,5935.29
2024-01-09,Zona Norte,10535.69,4839.85,2737.15
2024-01-09,Zona Occidente,4351.54,390.99,480.59
2024-01-09,Zona Llanos,2587.66,1261.46,7571.79
2024-01-09,Zona Sur,49,1315.59,186.11
2024-01-09,Zona Oriente,2016.01,2574.58,7309.18
2024-01-10,Zona Norte,1079.1,552.73,313.31
2024-01-10,Zona Occidente,2708.93,1874.9,5804.45
2024-01-10,Zona Llanos,3773.8,1018.76,1219.38
2024-01-10,Zona Sur,810.08,2416.15,4029.66
2024-01-10,Zona Oriente,5167.75,280.83,1344.68
2024-01-11,Zona Norte,818.12,2228.42,4341.75
2024-01-11,Zona Occidente,3832.08,157.46,5954.17
2024-01-11,Zona Llanos,2204.26,2074.99,2390.73
2024-01-11,Zona Sur,4339.75,2534.44,1729.37
2024-01-11,Zona Oriente,6434.9,674.3,1667.69
2024-01-12,Zona Norte,261.8,1808.73,462.58
2024-01-12,Zona Occidente,1498.48,4947.15,118.99
2024-01-12,Zona Llanos,11367.06,285.42,10776.49
2024-01-12,Zona Sur,7.06,1340.76,4266.12
2024-01-12,Zona Oriente,1832.36,73.71,1299.09
2024-01-13,Zona Norte,2276.74,542.07,6356.28
2024-01-13,Zona Occidente,6213.16,200.06,3215.69
2024-01-13,Zona Llanos,1296.85,1087.22,1960.36
2024-01-13,Zona Sur,5371.53,1229.25,1359.84
2024-01-13,Zona Oriente,7.95,6302.6,1292.16
2024-01-14,Zona Norte,3887.45,3696.74,2466.87
2024-01-14,Zona Occidente,2317.5,2278.84,11698
2024-01-14,Zona Llanos,9249.6,922.28,2487.8
2024-01-14,Zona Sur,3112.36,2333.37,104.88
2024-01-14,Zona Oriente,405.78,443.43,847.46
2024-01-15,Zona Norte,3740.87,302.24,474.24
2024-01-15,Zona Occidente,38.45,1022.03,205.73
2024-01-15,Zona Llanos,1235.81,1045.54,1963.71
2024-01-15,Zona Sur,2019.73,3073.93,7547.42
2024-01-15,Zona Oriente,4016.57,7.88,466.02
2024-01-16,Zona Norte,904.72,1654.49,3798.46
2024-01-16,Zona Occidente,271.6,795.2,296.1
2024-01-16,Zona Llanos,4238.5,2327.87,1262.52
2024-01-16,Zona Sur,24.42,1127.6,1484.82
2024-01-16,Zona Oriente,5015.66,379.6,2934.78
2024-01-17,Zona Norte,519.06,1064.07,3412.3
2024-01-17,Zona Occidente,625.29,498.03,980.4
2024-01-17,Zona Llanos,816.34,2665.85,2631.29
2024-01-17,Zona Sur,768.4,21.38,1501.84
2024-01-17,Zona Oriente,7484.89,854.53,2235.99
2024-01-18,Zona Norte,7409.45,2492.86,2288.86
2024-01-18,Zona Occidente,847.7,776.2,386.56
2024-01-18,Zona Llanos,521.58,2012.87,2995.39
2024-01-18,Zona Sur,3899.64,1268.5,1078.5
2024-01-18,Zona Oriente,5714.32,4025.88,12684.94
2024-01-19,Zona Norte,2968.71,3194.67,2994.96
2024-01-19,Zona Occidente,105.43,3460.85,5825.68
2024-01-19,Zona Llanos,5167.25,1188.23,1829.53
2024-01-19,Zona Sur,4724.88,482.88,1161.39
2024-01-19,Zona Oriente,4566.46,780.23,7132.1
2024-01-20,Zona Norte,515.33,1618.21,3418.59
2024-01-20,Zona Occidente,168.48,2129.62,2523.43
2024-01-20,Zona Llanos,12892.67,3394.9,8619.72
2024-01-20,Zona Sur,1538.06,2676.26,1796.85
2024-01-20,Zona Oriente,2822.18,442.07,2139.26
2024-01-21,Zona Norte,986.27,2986.04,1205.15
2024-01-21,Zona Occidente,6565.14,256.14,544.06
2024-01-21,Zona Llanos,6861.23,5641.31,3405.45
2024-01-21,Zona Sur,1310.8,2679.05,10345.2
2024-01-21,Zona Oriente,4036.95,257.81,4034.65
2024-01-22,Zona Norte,5602.49,3026.22,3247.03
2024-01-22,Zona Occidente,2961.17,1910.26,5503.89
2024-01-22,Zona Llanos,3317.67,2152.9,3387.2
2024-01-22,Zona Sur,5127.27,1215.15,1416.66
2024-01-22,Zona Oriente,972.22,1567.71,4865.81
2024-01-23,Zona Norte,5889.4,691.49,327.4
2024-01-23,Zona Occidente,398.55,955.91,5391.1
2024-01-23,Zona Llanos,3334.77,1861.39,1780.43
2024-01-23,Zona Sur,2839.77,270.96,2102.5
2024-01-23,Zona Oriente,2208.02,2391.04,6734.64
2024-01-24,Zona Norte,909.82,1320.53,7468.71
2024-01-24,Zona Occidente,2268.44,595.97,512.74
2024-01-24,Zona Llanos,7344.73,3475.38,1785.77
2024-01-24,Zona Sur,5335.79,2717.13,7522.96
2024-01-24,Zona Oriente,2319.5,1245.2,612.96
2024-01-25,Zona Norte,5112.41,1512.34,1418.75
2024-01-25,Zona Occidente,2243.38,1880.03,1443.85
2024-01-25,Zona Llanos,69.01,477.69,5478.11
2024-01-25,Zona Sur,2054.67,196.39,244.99
2024-01-25,Zona Oriente,1834.3,1176.82,1936.11
